file_name,text
/Libri_data/train_data_360/8573/286306/8573-286306-0041.wav,ACCORDINGLY AT THE NEXT CROSSROAD THEY CAME TO NESSUS TURNED DOWN AND CONCEALED HIMSELF A FEW PACES AWAY
/Libri_data/train_data_360/8573/286306/8573-286306-0042.wav,A MINUTE LATER NESSUS SAW A DARK FIGURE COME STEALTHILY ALONG HE STOPPED AT THE JUNCTION OF THE ROADS AND STOOD FOR A FEW SECONDS IN HESITATION
/Libri_data/train_data_360/8573/286306/8573-286306-0055.wav,HE ASKED RATHER A HIGH PRICE FOR PUTTING THEM ASHORE IN A BOAT AS THEY WISHED
/Libri_data/train_data_360/8573/286306/8573-286306-0075.wav,AND HAD GIVEN PROOF OF MILITARY ABILITY THREE YEARS BEFORE WHEN HE HAD COMMANDED AS CONSUL IN THE ILLYRIAN WAR VARRO BELONGED TO THE POPULAR PARTY
/Libri_data/train_data_360/8573/286306/8573-286306-0083.wav,WOULD IN SHEER DESPAIR HAVE BEEN FORCED TO DECLARE FOR CARTHAGE
/Libri_data/train_data_360/4856/12103/4856-12103-0021.wav,ALTHOUGH FINDING THAT SHE WAS NOT INCLINED TO LOOK UPON ME WITH FAVOR I HAVE HITHERTO REFRAINED FROM PRESSING MY SUIT
/Libri_data/train_data_360/4856/12103/4856-12103-0023.wav,HER FATHER ASKED NOT UNKINDLY I SUPPOSED YOU AND I HAD SETTLED THIS MATTER LONG AGO HER VOICE WAS CLEAR HER TONES UNFALTERING AS SHE REPLIED
/Libri_data/train_data_360/4856/12103/4856-12103-0031.wav,AND THAT NO WORD OR SIGN OF LOVE EVER PASS BETWEEN US KATE INTERPOSED HER FATHER STERNLY THIS IS PREPOSTEROUS I CANNOT ALLOW SUCH ABSURDITY
/Libri_data/train_data_360/4856/12103/4856-12103-0034.wav,SHE REPLIED ALLOWING HIM TO PLACE IT ON HER FINGER THERE IS NO NEED TO ADVERTISE THE SITUATION PUBLICLY BESIDES
/Libri_data/train_data_360/4856/12103/4856-12103-0035.wav,THEN TURNING TO MISTER UNDERWOOD WHO STOOD LOOKING ON FROWNINGLY SOMEWHAT TROUBLED BY THE TURN MATTERS HAD TAKEN WALCOTT ADDED PLAYFULLY
/Libri_data/train_data_360/4856/12103/4856-12103-0036.wav,BUT MY LADY MIGHT NOT APPROVE OF ANYTHING SO COMMONPLACE BEFORE HER FATHER COULD REPLY KATE SPOKE FOR HIM GLANCING AT HIM WITH AN AFFECTIONATE SMILE
/Libri_data/train_data_360/4856/12103/4856-12103-0038.wav,ANY ASSURANCE OF MY GOOD WISHES OR GOOD INTENTIONS TOWARDS YOU BUT HE CONTINUED DOUBTFULLY SHAKING HIS HEAD
/Libri_data/train_data_360/4856/12103/4856-12103-0041.wav,KATE WATCHING HIM FROM UNDER LEVEL BROWS SAW THE SLIGHT SNEER AND INWARDLY REJOICED AT THE STAND SHE HAD TAKEN WELL SAID MISTER UNDERWOOD RESIGNEDLY
/Libri_data/train_data_360/4856/12103/4856-12103-0045.wav,I SHALL BE ONLY TOO DELIGHTED TO RENDER HER ANY ASSISTANCE WITHIN MY POWER AS WALCOTT BADE KATE GOOD NIGHT AT A LATE HOUR HE INQUIRED
/Libri_data/train_data_360/4856/12103/4856-12103-0047.wav,IT WILL ANSWER AS WELL AS ANY I SUPPOSE
/Libri_data/train_data_360/4856/20410/4856-20410-0007.wav,I SUPPOSE YOU CONSIDER HIM QUITE OUT OF DANGER NOW
/Libri_data/train_data_360/4856/20410/4856-20410-0008.wav,I THINK WE CAN PULL HIM ROUND IF WE PERSEVERE BUT HE MUST NOT BE ALLOWED TO SINK BACK INTO A STATE OF COMA
/Libri_data/train_data_360/4856/20410/4856-20410-0017.wav,I CAUGHT FREQUENT GLIMPSES OF THE HOUSEKEEPER'S FACE BUT IT WAS NEARLY ALWAYS IN PROFILE
/Libri_data/train_data_360/4856/20410/4856-20410-0019.wav,THE SWIVEL EYE THE LEFT WAS TOWARDS ME AS SHE HELD THE PATIENT'S RIGHT ARM AND IT WAS ALMOST CONTINUOUSLY TURNED IN MY DIRECTION
/Libri_data/train_data_360/4856/20410/4856-20410-0022.wav,AND EVEN GRACIOUS FORMS OF SPEECH SINGULARLY OUT OF AGREEMENT WITH THE CHARACTER THAT MISTER WEISS HAD GIVEN HIM I THANGYOU HE MUMBLED THICKLY
/Libri_data/train_data_360/4856/20410/4856-20410-0026.wav,THE DOCTOR THINKS IT'S GOOD FOR YOU TO WALK ABOUT YOU'VE BEEN SLEEPING TOO MUCH HE DOESN'T WANT YOU TO SLEEP ANY MORE JUST NOW
/Libri_data/train_data_360/4856/20410/4856-20410-0027.wav,YOU MUST WALK ABOUT FOR A FEW MINUTES MORE AND YOU'D BETTER NOT TALK JUST WALK UP AND DOWN
/Libri_data/train_data_360/4856/20410/4856-20410-0030.wav,FEELING VERY TIRED AM REALLY
/Libri_data/train_data_360/4856/20410/4856-20410-0031.wav,MISSUS SCHALLIBAUM ASKED I FELT HIS PULSE AND DECIDED THAT HE WAS REALLY BECOMING FATIGUED
/Libri_data/train_data_360/4856/20410/4856-20410-0034.wav,SO LOUDLY THAT THE PATIENT STARTED PERCEPTIBLY
/Libri_data/train_data_360/4856/20410/4856-20410-0043.wav,HE REPLIED DROWSILY SORRY T GIVE YOU ALL THIS TROUBLE L KEEP AWAKE
/Libri_data/train_data_360/4856/20410/4856-20410-0045.wav,WHEN I PERCEIVED THROUGH THE OPEN DOOR ALONG THE PASSAGE A GLIMMER OF LIGHT FROM THE CARRIAGE LAMPS THE COACHMAN WAS STANDING JUST OUTSIDE
/Libri_data/train_data_360/4856/20410/4856-20410-0046.wav,HE REMARKED IN HIS SCOTCH DIALECT THAT I
/Libri_data/train_data_360/4856/20410/4856-20410-0064.wav,IF THEY LEAVE THE APPEARANCES UNCHANGED THEY ARE USELESS I COULD MAKE NOTHING OF IT AFTER PUZZLING OVER IT FOR QUITE A LONG TIME I HAD TO GIVE IT UP
/Libri_data/train_data_360/7294/86026/7294-86026-0000.wav,THE SACRED MILK OF KOUMONGOE FAR WAY IN A VERY HOT COUNTRY THERE ONCE LIVED A MAN AND WOMAN WHO HAD TWO CHILDREN A SON NAMED KOANE AND A DAUGHTER
/Libri_data/train_data_360/7294/86026/7294-86026-0002.wav,WHEN KOANE HAD SLEPT LATER THAN USUAL HIS FATHER AND MOTHER WENT TO THEIR WORK BEFORE HIM
/Libri_data/train_data_360/7294/86026/7294-86026-0004.wav,YOU KNOW THAT WE ARE FORBIDDEN TO TOUCH THAT TREE
/Libri_data/train_data_360/7294/86026/7294-86026-0006.wav,THEY WILL JUST HAVE TO STAY ALL DAY IN THE HUT AND YOU KNOW THAT THEY WILL STARVE
/Libri_data/train_data_360/7294/86026/7294-86026-0010.wav,WHAT IS THE USE OF THAT GRUMBLED KOANE WHY THERE IS NOT ENOUGH TO DROWN A FLY GO AND GET ME THREE TIMES AS MUCH TREMBLING WITH FRIGHT
/Libri_data/train_data_360/7294/86026/7294-86026-0011.wav,AND STRUCK IT A SHARP BLOW WITH THE AXE IN AN INSTANT THERE POURED FORTH SUCH A STREAM OF MILK THAT IT RAN LIKE A RIVER INTO THE HUT
/Libri_data/train_data_360/7294/86026/7294-86026-0016.wav,HE WOULD NOT TAKE THE CATTLE TO FEED UNTIL HE DRANK SOME OF THE MILK FROM KOUMONGOE SO AS I DID NOT KNOW WHAT ELSE TO DO I GAVE IT TO HIM
/Libri_data/train_data_360/7294/86026/7294-86026-0017.wav,BUT MADE NO ANSWER INSTEAD HE WENT OUTSIDE AND BROUGHT IN TWO SHEEPSKINS WHICH HE STAINED RED AND SENT FOR A BLACKSMITH TO FORGE SOME IRON RINGS
/Libri_data/train_data_360/7294/86026/7294-86026-0022.wav,WRETCHED MAN IT IS YOU WHOM THE OGRE SHOULD EAT AND NOT YOUR BEAUTIFUL DAUGHTER
/Libri_data/train_data_360/7294/86026/7294-86026-0023.wav,BY AND BY THEY MET WITH A TROOP OF GREAT DEER CALLED ELANDS
/Libri_data/train_data_360/7294/86026/7294-86026-0024.wav,WHY DO YOU GIVE TO THE OGRE YOUR CHILD SO FAIR SO FAIR
/Libri_data/train_data_360/7294/86026/7294-86026-0026.wav,IT WAS NEARLY DARK AND THE FATHER SAID THEY COULD TRAVEL NO FURTHER THAT NIGHT AND MUST GO TO SLEEP WHERE THEY WERE
/Libri_data/train_data_360/7294/86026/7294-86026-0033.wav,HE WAS STRUCK BY ITS BEAUTY
/Libri_data/train_data_360/7294/86026/7294-86026-0037.wav,AFTER SOME TIME A BABY WAS BORN TO HER
/Libri_data/train_data_360/7294/86026/7294-86026-0041.wav,AND CARRYING HER BABY ON HER BACK WENT DOWN TO A PLACE WHERE THE RIVER SPREAD ITSELF OUT INTO A LARGE LAKE
/Libri_data/train_data_360/7294/86026/7294-86026-0043.wav,WHAT ARE YOU CRYING FOR MY DEAR SAID SHE
/Libri_data/train_data_360/7294/86026/7294-86026-0045.wav,AND LET ME TAKE CARE OF IT AND IF YOU WILL FIX A DAY TO MEET ME HERE I WILL BRING THE BABY
/Libri_data/train_data_360/7294/86026/7294-86026-0048.wav,DILAH THE REJECTED ONE DILAH WHOM HER FATHER MASILO CAST OUT AND IN A MOMENT THE OLD WOMAN APPEARED HOLDING THE BABY IN HER ARMS
/Libri_data/train_data_360/7294/86026/7294-86026-0054.wav,AND WAITING TILL THE GIRL APPEARS FOR SOME DAYS
/Libri_data/train_data_360/7294/86026/7294-86026-0056.wav,AND HID HIMSELF IN THE BUSHES AN INSTANT LATER
/Libri_data/train_data_360/7294/86026/7294-86026-0062.wav,I DON'T KNOW WHAT YOU ARE TALKING ABOUT
/Libri_data/train_data_360/7294/86026/7294-86026-0065.wav,AND SHE WENT DOWN TO THE LAKE TO CONSULT THE OLD WOMAN
/Libri_data/train_data_360/7294/86026/7294-86026-0066.wav,SHE ASKED WHEN AFTER CLAPPING HER HANDS THE OLD WOMAN APPEARED BEFORE HER
/Libri_data/train_data_360/7294/86026/7294-86026-0070.wav,DILAH WHOM HER FATHER MASILO CAST OUT
/Libri_data/train_data_360/7294/92934/7294-92934-0008.wav,THEN ALL COMMUNICATION WITH THE MAINLAND WAS CUT OFF AND FOR DAYS AT A TIME
/Libri_data/train_data_360/7294/92934/7294-92934-0020.wav,AND IT HAD BEEN INTENDED TO GIVE THEM A THOROUGH OVERHAULING IN DUNDEE WHEN THE STEAMER WAS OFF FLAMBOROUGH HEAD THE BOILERS COMMENCED TO LEAK
/Libri_data/train_data_360/7294/92934/7294-92934-0025.wav,AND REMAINED THERE THE SEAS BREAKING COMPLETELY OVER IT SOME OF THE CREW LAUNCHED A BOAT AND ESCAPED DESERTING THEIR CAPTAIN
/Libri_data/train_data_360/7294/92934/7294-92934-0036.wav,AS THE RESCUERS DREW NEAR THE REEF DARLING LEAPED ASHORE AND GRACE KEPT THE FRAIL ROWBOAT FROM DASHING ITSELF TO PIECES AGAINST THE ROCKS
/Libri_data/train_data_360/242/122627/242-122627-0004.wav,THEIR TWO PAIR OF HANDS ARRESTED ME INSTANTLY IF YOU DON'T SIT STILL YOU MUST BE TIED DOWN SAID BESSIE
/Libri_data/train_data_360/242/122627/242-122627-0005.wav,BUT IT WAS ALWAYS IN HER WAS THE REPLY I'VE TOLD MISSIS OFTEN MY OPINION ABOUT THE CHILD
/Libri_data/train_data_360/242/122627/242-122627-0006.wav,BESSIE ANSWERED NOT BUT ERE LONG ADDRESSING ME SHE SAID YOU OUGHT TO BE AWARE MISS THAT YOU ARE UNDER OBLIGATIONS TO MISSUS REED SHE KEEPS YOU
/Libri_data/train_data_360/242/122627/242-122627-0008.wav,VERY PAINFUL AND CRUSHING BUT ONLY HALF INTELLIGIBLE MISS ABBOT JOINED IN
/Libri_data/train_data_360/242/122627/242-122627-0012.wav,A BED SUPPORTED ON MASSIVE PILLARS OF MAHOGANY
/Libri_data/train_data_360/242/122627/242-122627-0014.wav,THE WARDROBE THE TOILET TABLE THE CHAIRS WERE OF DARKLY POLISHED OLD MAHOGANY
/Libri_data/train_data_360/242/122627/242-122627-0015.wav,THE PILED UP MATTRESSES AND PILLOWS OF THE BED
/Libri_data/train_data_360/242/122627/242-122627-0024.wav,ALWAYS ACCUSED FOR EVER CONDEMNED WHY COULD I NEVER PLEASE
/Libri_data/train_data_360/242/122627/242-122627-0025.wav,ELIZA WHO WAS HEADSTRONG AND SELFISH WAS RESPECTED GEORGIANA WHO HAD A SPOILED TEMPER A VERY ACRID SPITE
/Libri_data/train_data_360/242/122627/242-122627-0028.wav,AND HE WAS STILL HER OWN DARLING I DARED COMMIT NO FAULT
/Libri_data/train_data_360/242/122627/242-122627-0034.wav,AND THEN MY COURAGE SANK MY HABITUAL MOOD OF HUMILIATION SELF DOUBT
/Libri_data/train_data_360/242/122627/242-122627-0035.wav,ALL SAID I WAS WICKED AND PERHAPS I MIGHT BE SO
/Libri_data/train_data_360/242/122627/242-122627-0037.wav,I DWELT ON IT WITH GATHERING DREAD I COULD NOT REMEMBER HIM BUT I KNEW THAT HE WAS MY OWN UNCLE
/Libri_data/train_data_360/242/122627/242-122627-0038.wav,A SINGULAR NOTION DAWNED UPON ME I DOUBTED NOT NEVER DOUBTED THAT IF MISTER REED HAD BEEN ALIVE HE WOULD HAVE TREATED ME KINDLY
/Libri_data/train_data_360/242/122627/242-122627-0045.wav,BESSIE AND ABBOT ENTERED MISS EYRE ARE YOU ILL SAID BESSIE
/Libri_data/train_data_360/242/122627/242-122627-0046.wav,OH I SAW A LIGHT AND I THOUGHT A GHOST WOULD COME I HAD NOW GOT HOLD OF BESSIE'S HAND AND SHE DID NOT SNATCH IT FROM ME
/Libri_data/train_data_360/242/122627/242-122627-0047.wav,AND WHAT A SCREAM
/Libri_data/train_data_360/242/122627/242-122627-0048.wav,BUT SHE ONLY WANTED TO BRING US ALL HERE I KNOW HER NAUGHTY TRICKS WHAT IS ALL THIS
/Libri_data/train_data_360/242/122627/242-122627-0051.wav,FORGIVE ME I CANNOT ENDURE IT LET ME BE PUNISHED SOME OTHER WAY I SHALL BE KILLED IF SILENCE
/Libri_data/train_data_360/242/126842/242-126842-0002.wav,IF ANYTHING COULD HAVE MADE HIM THIN THE WAY HE WORRIED OVER THIS MATTER WOULD HAVE DONE IT FOR MYSELF I CARED NOT A GROAT
/Libri_data/train_data_360/242/126842/242-126842-0005.wav,HE CONTRIVED TO EAT A BITTER APPLE WITHOUT A GRIMACE UNTIL HE CAME TO THE LAST BITE WHICH PROVED TOO MUCH FOR HIM BUT FELIX WAS VASTLY ENCOURAGED
/Libri_data/train_data_360/242/126842/242-126842-0009.wav,HE'S GOT TO STOP PRAYING AGAINST ME ANYHOW SAID FELIX RESOLUTELY
/Libri_data/train_data_360/242/126842/242-126842-0011.wav,SAID FELIX OMINOUSLY THEY TELL ME THAT YOU'VE BEEN PRAYING RIGHT ALONG THAT I COULDN'T EAT A BITTER APPLE NOW I TELL YOU
/Libri_data/train_data_360/242/126842/242-126842-0013.wav,AND YOU'VE GOT TO STOP IT PETER CRAIG
/Libri_data/train_data_360/242/126842/242-126842-0016.wav,BUT IF HE DOES THERE'S NO OTHER WAY TO SETTLE IT BUT HOW WILL THAT SETTLE IT ASKED CECILY
/Libri_data/train_data_360/242/126842/242-126842-0023.wav,I MAY BE MISTAKEN BUT I DO NOT BELIEVE THE STORY GIRL WANTED THAT FIGHT STOPPED
/Libri_data/train_data_360/242/126842/242-126842-0026.wav,AND HE'S A YEAR OLDER THAN FELIX
/Libri_data/train_data_360/242/126842/242-126842-0030.wav,CECILY WAS VERY PALE AND FELIX AND PETER WERE TAKING OFF THEIR COATS THERE WAS A PURE YELLOW SUNSET THAT EVENING
/Libri_data/train_data_360/242/126842/242-126842-0036.wav,ROGER IS LOOKING FOR YOU TO WASH HIS BUGGY BE OFF
/Libri_data/train_data_360/242/122626/242-122626-0007.wav,I RETURNED TO MY BOOK
/Libri_data/train_data_360/242/122626/242-122626-0009.wav,THAT RESERVOIR OF FROST AND SNOW WHERE FIRM FIELDS OF ICE THE ACCUMULATION OF CENTURIES OF WINTERS
/Libri_data/train_data_360/242/122626/242-122626-0010.wav,OF THESE DEATH WHITE REALMS I FORMED AN IDEA OF MY OWN
/Libri_data/train_data_360/242/122626/242-122626-0011.wav,AND GAVE SIGNIFICANCE TO THE ROCK STANDING UP ALONE IN A SEA OF BILLOW AND SPRAY TO THE BROKEN BOAT STRANDED ON A DESOLATE COAST
/Libri_data/train_data_360/242/122626/242-122626-0012.wav,THE TWO SHIPS BECALMED ON A TORPID SEA I BELIEVED TO BE MARINE PHANTOMS
/Libri_data/train_data_360/242/122626/242-122626-0015.wav,I FEARED NOTHING BUT INTERRUPTION AND THAT CAME TOO SOON
